OTU	100_trimmed_R1	101_trimmed_R1	102_trimmed_R1	103_trimmed_R1	104_trimmed_R1	105_trimmed_R1	106_trimmed_R1	107_trimmed_R1	108_trimmed_R1	109_trimmed_R1	10_trimmed_R1	110_trimmed_R1	111_trimmed_R1	112_trimmed_R1	113_trimmed_R1	114_trimmed_R1	115_trimmed_R1	116_trimmed_R1	11_trimmed_R1	12_trimmed_R1	13_trimmed_R1	14_trimmed_R1	15_trimmed_R1	16_trimmed_R1	17_trimmed_R1	18_trimmed_R1	19_trimmed_R1	1_trimmed_R1	20_trimmed_R1	21_trimmed_R1	22_trimmed_R1	23_trimmed_R1	24_trimmed_R1	25_trimmed_R1	26_trimmed_R1	27_trimmed_R1	28_trimmed_R1	29_trimmed_R1	2_trimmed_R1	30_trimmed_R1	31_trimmed_R1	32_trimmed_R1	33_trimmed_R1	34_trimmed_R1	35_trimmed_R1	36_trimmed_R1	37_trimmed_R1	38_trimmed_R1	39_trimmed_R1	3_trimmed_R1	40_trimmed_R1	41_trimmed_R1	42_trimmed_R1	43_trimmed_R1	44_trimmed_R1	45_trimmed_R1	46_trimmed_R1	47_trimmed_R1	48_trimmed_R1	49_trimmed_R1	4_trimmed_R1	50_trimmed_R1	51_trimmed_R1	52_trimmed_R1	53_trimmed_R1	54_trimmed_R1	55_trimmed_R1	56_trimmed_R1	57_trimmed_R1	58_trimmed_R1	59_trimmed_R1	5_trimmed_R1	60_trimmed_R1	61_trimmed_R1	62_trimmed_R1	63_trimmed_R1	64_trimmed_R1	65_trimmed_R1	66_trimmed_R1	67_trimmed_R1	68_trimmed_R1	69_trimmed_R1	6_trimmed_R1	70_trimmed_R1	71_trimmed_R1	72_trimmed_R1	73_trimmed_R1	74_trimmed_R1	75_trimmed_R1	76_trimmed_R1	77_trimmed_R1	78_trimmed_R1	79_trimmed_R1	7_trimmed_R1	80_trimmed_R1	81_trimmed_R1	82_trimmed_R1	83_trimmed_R1	84_trimmed_R1	85_trimmed_R1	86_trimmed_R1	87_trimmed_R1	88_trimmed_R1	89_trimmed_R1	8_trimmed_R1	90_trimmed_R1	91_trimmed_R1	92_trimmed_R1	93_trimmed_R1	94_trimmed_R1	95_trimmed_R1	96_trimmed_R1	97_trimmed_R1	98_trimmed_R1	99_trimmed_R1	9_trimmed_R1
DENOVO31	89	9	8	7	3	31	51	0	3	6	0	1	3	1	5	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	7	0	0	0	1	14	0	0	0	4	1	0	0	0	0	1	1	39	10	9	0	2	7	1	0
DENOVO32	32	32	36	13	2	71	49	1	0	11	0	0	9	0	6	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	9	19	0	0	0	0	2	0	4	0	0	0	1	0	3	0	1	0	4	8	0	0	0	25	36	1	0
DENOVO33	17	5	24	11	8	13	20	3	7	10	0	8	9	6	9	5	2	5	3	1	0	0	1	0	2	0	0	1	1	1	1	0	1	1	2	1	2	0	1	0	0	1	0	1	2	1	0	0	2	1	1	0	0	1	0	0	1	1	0	10	0	2	1	3	0	1	2	4	4	2	0	2	0	0	4	2	1	1	4	2	1	1	0	1	1	1	7	6	1	2	2	10	1	0	3	2	9	2	4	0	1	14	2	3	0	4	4	4	4	14	17	9	22	21	1	0
DENOVO34	505	837	955	1089	598	596	912	494	833	525	864	662	653	209	782	403	548	692	993	991	1417	1001	909	897	1202	944	916	1188	1203	882	1403	1271	1045	1092	950	1488	1480	926	773	1062	1432	909	1303	979	1561	1581	973	720	804	1040	409	666	154	1722	389	650	578	833	607	207	850	216	188	1222	287	485	338	601	438	625	620	1092	721	646	1290	532	729	475	810	522	823	929	1007	805	796	1217	350	567	235	444	543	518	424	1113	156	297	1006	596	478	534	674	722	308	905	812	403	481	690	288	627	487	782	772	1817	279	801
DENOVO35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	17	32	0	0	0	8	27	13	5	3	2	11	4	4	0	1	4	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DENOVO36	9	16	17	11	8	38	46	5	1	14	0	1	10	2	2	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	8	14	5	0	0	0	1	3	0	1	1	3	1	0	1	0	1	0	2	2	0	1	1	19	28	0	0
DENOVO37	0	0	3	2	0	0	1	0	1	9	0	12	1	0	0	0	2	1	0	0	3	0	4	0	0	0	0	6	0	0	0	2	0	7	4	13	2	0	1	0	0	6	9	1	2	1	0	0	8	9	0	0	0	0	2	0	0	0	0	2	2	7	2	1	0	3	2	1	1	0	1	0	0	0	3	1	0	0	0	2	0	1	1	0	0	0	2	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	6	0	0	0	0	3	2	0	2	4	0	0	6
DENOVO38	0	2	0	0	0	24	5	0	0	8	0	1	6	1	3	5	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	5	0	0	0	6	0	0	3	0	0	0	0	4	0	0	0	0	6	1	0	0	2	0	0	0	0	0	0	1	6	0	6	5	11	0	2	0	0	0	0	0	0	0	0	2	2	8	1	0	1	0	0	0	3	0	0	0	0	0	3	0	19	1	0	4	0	7	1	0	3	8	0	0	0
DENOVO39	4	7	5	16	7	4	7	1	7	5	4	4	2	4	6	1	1	6	6	13	11	12	10	1	6	10	13	6	11	6	14	12	7	11	6	5	4	4	10	8	7	4	9	8	12	14	14	5	2	8	4	9	1	15	1	5	5	3	8	4	7	2	0	5	1	1	3	3	1	4	13	7	10	5	15	3	4	1	4	5	7	6	14	5	8	14	6	6	2	4	3	5	4	11	1	5	12	4	3	7	5	7	1	3	8	2	0	4	5	6	6	7	10	9	2	6
DENOVO40	42	74	268	108	48	117	300	25	56	24	8	133	151	27	138	95	90	285	6	4	6	10	5	3	5	5	4	5	3	1	9	4	5	4	6	5	9	12	11	8	2	0	3	8	3	8	3	5	3	5	2	5	2	12	4	0	3	4	2	17	3	36	8	59	8	7	7	10	16	9	7	2	22	3	16	3	9	8	18	4	23	7	9	7	5	7	15	45	13	61	5	17	5	2	5	9	13	4	1	2	18	8	6	47	10	31	2	23	4	16	9	16	270	388	52	1
DENOVO41	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	8	0	8	4	0	0	17	3	15	0	3	0	4	0	10	7	4	0	0	0	0	0	3	3	1	0	2	0	0	3	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3
DENOVO42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	5	0	2	6	2	7	0	1	8	6	0	2	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
DENOVO43	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	34	16	5	1	0	0	10	2	4	0	0	3	11	1	6	0	0	5	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
DENOVO44	0	0	0	0	0	0	56	7	0	0	0	0	28	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO45	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	3	3	0	0	0	0	5	3	0	0	0	0	0	10	1	0	2	26	0	0	0	0	1	0	0	0
DENOVO46	1	1	1	0	0	3	1	3	1	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	0	0	1	0	0	0	6	0	0	0	2	0	0	0	1	1	0	0	0
DENOVO47	0	0	5	0	0	0	37	0	0	9	0	0	2	0	0	0	0	0	3	0	1	2	0	0	4	0	1	1	0	0	0	4	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0
DENOVO48	0	1	0	0	0	1	1	3	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	1	0	1	0	0	0	3	0	0	0	0	0	3	1	1	1	0	0	0
DENOVO49	0	0	0	1	1	4	1	0	1	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	1	3	2	0	0	1	1	0	2	0	1	0	0	0	0	0	0	1	0	1	0
DENOVO50	1	1	4	0	1	1	2	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	7	2	2	2	1	1	0	0	0	0	0	0	1	0	0	0	0	1	3	0	3	0
DENOVO51	4	0	2	0	0	1	3	0	0	8	0	3	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	5	1	2	0	0	1	3	0	0	1	1	5	1	0	0	2	2	0	1	1	1	1	6	13	0	0
DENOVO52	4	0	1	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	1	3	0	0	0	0	0	3	0	0	2	0	0	3	0	2	3	14	0	0	0	4	0	3	0	0
DENOVO53	2	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	6	0	0	0	22	0	5	4	0	0	8	0	0
DENOVO54	1	2	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6	1	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0
DENOVO55	29	7	3	3	20	13	20	0	0	12	0	3	5	0	5	3	0	6	2	2	1	3	1	1	5	2	3	0	3	0	0	2	4	2	0	3	2	1	1	0	4	1	3	2	2	1	2	2	1	1	1	5	0	3	0	0	0	0	0	1	1	1	3	0	1	3	0	1	1	1	0	3	1	0	0	1	0	0	1	0	1	1	4	1	2	1	13	0	0	3	34	5	3	2	0	5	8	4	0	6	9	11	0	2	1	3	6	2	5	6	3	7	10	2	3	1
DENOVO56	1	1	1	0	1	1	1	2	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	1	1	0	2	0	0	1	0	0	1	1	0	1	0	2	0
DENOVO57	1	5	3	4	1	0	0	0	3	3	0	4	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	21	0	24	16	0	0	0	0	2	7	0	0	0	0	2	5	2	0	0	0	2	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	45	26	34	18	57	0	0
DENOVO58	2	0	0	1	0	0	1	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	4	2	1	0	0	0	0	0	2	1	0	2	0	2	1	1	0	0	1	1	0	0
DENOVO59	1	1	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	2	0
DENOVO60	2	0	0	0	0	1	0	1	0	0	0	1	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	1	0	1	0	0	0	2	0	0	1	0	0	1	3	0	1	0	0	0
DENOVO61	107	25	16	2	105	21	53	2	3	35	0	5	6	7	6	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	6	25	9	1	0	0	1	4	13	0	15	16	15	1	0	0	1	0	1	41	8	12	25	72	17	1	0
DENOVO62	0	1	0	0	0	0	2	1	4	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	8	5	1	2	0	1	0	0	0	2	0	0	0	1	0	1	0	0	1	0	1	0
DENOVO63	0	0	1	0	0	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	6	0
DENOVO64	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	10	3	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	9	12	9	11	0	0
DENOVO65	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	6	2	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	1	2	4	5	0	0
DENOVO66	0	0	3	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	8	14	6	19	2	0
DENOVO67	1	2	0	0	0	1	2	0	0	0	0	2	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	3	2	0	0	1	1	0	0	3	0	0	0	1	0	0	0	3	2	2	0	0
DENOVO68	2	0	1	1	0	1	2	1	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	3	0
DENOVO69	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	3	0
DENOVO70	1	0	0	0	1	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	1	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DENOVO71	1	1	1	4	2	0	2	4	1	3	1	2	0	0	0	2	0	1	0	0	0	0	1	2	1	1	1	0	0	0	1	0	0	0	1	3	6	0	1	1	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	1	1	0	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	1	2	5	0	0	1	0	1	1	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	1	0	2	0	1	3	2	3	5
DENOVO72	4	2	2	0	0	0	6	0	0	2	0	0	4	3	1	0	1	0	4	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	7	0	0	0	0	1	4	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	5	0	0	0	0	0	3	0	0	0	4	0	0	2	0	2	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	8	0	1	0	1
DENOVO73	21	1	1	1	8	11	12	0	1	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	2	0	0	0	10	0	1	0	0	0	0	0	3	3	5	3	11	3	0	0
DENOVO74	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	3	1	0	4	0	0	0	2	2	1	0	0	0	0	2	0
DENOVO75	2	0	1	1	1	0	2	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	5	1	1	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
DENOVO76	1	1	1	0	0	0	1	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
DENOVO77	0	0	0	0	0	2	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	4	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
DENOVO78	0	0	0	0	0	1	1	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	3	1	0	1	0
DENOVO79	1	1	1	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
DENOVO80	0	2	1	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	3	1	0	3	0	0	0	2	1	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	1	1	2	1	0	0	0	2	1	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	1	2	1	3	0	1	0	0	2
DENOVO81	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO82	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
DENOVO83	0	2	3	0	5	0	2	0	3	0	0	0	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	12	1	6	0	1	1	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0
